River ID,River name,Latitude,Longitude,Country,Region,Continent,Ocean Basin,"Monthly discharge (Qm) 
(m3/s)",interannual mean discharge (Qa=ΣQm / 12) (m3/s),enviromental discharge (Qe=Qa*0.3) (m3/s),Extraction Factor (EF),"Design flow  (Qd=Qa*EF) 
(m3/s)","Extractable discharge (Qex_m) (m3/s)
Extractable discharge depends on the monthly discharge (Qm), the environmental discharge (Qe), and the design flow (Qd).","Actual extractable water volume per year (Qreal=ΣQex_m) 
(m3/s)","Capacity factor (CF=Qreal/Qideal) 
(%)"
682,Papeiha,-17.65348749878,-149.312669795619,French Polynesia (France),Polynesia,Oceania,South Pacific Ocean,8.6549997,6.428534941666666,1.9285604824999998,21.0,1.3499923377499998,1.3499924,16.1999088,100.0000046111373
683,Doring,-31.69534563797,18.1907557239473,South Africa,Southern Africa,Africa,South Atlantic Ocean,0.80292308,8.06585896,2.419757688,50.0,4.03292948,0,24.68361909,51.00432000363171
684,Keyla (Keila),59.4040331997562,24.2790966010206,Estonia,Eastern Europe,Europe,Baltic Sea,5.0331745,6.060846566666666,1.8182539699999998,7.0,0.42425925966666667,0.42425925,5.091111,99.99999772151898
685,Cachoeira Grand,-13.75,-39.0625,Brazil,South America,South America,South Atlantic Ocean,4.8182058,5.639485633333334,1.69184569,55.0,3.1017170983333338,3.1017172,37.2206064,100.00000327775432
686,Casma,-9.45010286983843,-78.3832293561804,Peru,South America,South America,South Pacific Ocean,5.6300001,5.680583241666667,1.7041749725,100.0,5.680583241666667,3.9258254,22.9683981,33.694307319725645
687,Tafna,35.2966919963802,-1.471176775497,Algeria,Northern Africa,Africa,Mediterranean Region,7.375,5.5125,1.65375,59.0,3.252375,3.2523751,26.721500670000005,68.46663507436875
688,Huasco,-28.4468459054282,-71.2031100495999,Chile,South America,South America,South Pacific Ocean,14.562927,10.287195075,3.0861585225,40.0,4.11487803,4.1148782,49.3785384,100.00000413134967
689,Riviere des Lac,-22.3041666666667,166.85,New Caledonia (France),Melanesia,Oceania,South Pacific Ocean,7.7570372,5.033271641666666,1.5099814924999997,2.0,0.10066543283333332,0.10066544,1.20798528,100.00000711929256
690,Bouselam (Soumm,36.7299421316369,5.07474999060703,Algeria,Northern Africa,Africa,Mediterranean Region,6.1666665,4.825833323333334,1.447749997,3.0,0.14477499970000002,0.14477502,1.473333467,84.8059327722911
691,Vecchio,42.1043128008213,9.54736994096346,France,Western Europe,Europe,Mediterranean Region,6.4848156,4.810602805833333,1.4431808417499998,100.0,4.810602805833333,4.8106027,36.736217499999995,63.63758518207201
692,Odelouca,37.125,-8.52499999999998,Portugal,Southern Europe,Europe,North Atlantic Ocean,22.130756,8.8188003512,2.64564010536,100.0,8.8188003512,8.818799,47.789364217,45.15860275191999
693,Curimatau,-6.3375,-35.0583333333334,Brazil,South America,South America,South Atlantic Ocean,2.7698634,4.047096150833334,1.21412884525,39.0,1.5783674988250003,1.5557346,12.72392767,67.17873414288391
694,Itchen,50.9219090324953,-1.37908005974444,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,5.0002942,4.239947,1.2719840999999998,42.0,1.78077774,1.7807777,21.369332400000005,99.99999775379045
695,Kunda,59.5197058697163,26.5336779888023,Estonia,Eastern Europe,Europe,Baltic Sea,3.1922727,4.1871022416666674,1.2561306725,30.0,1.2561306725,1.2561306,15.073567200000005,99.99999422830751
696,Ceara-Mirim,-5.675,-35.2166666666667,Brazil,South America,South America,South Atlantic Ocean,1.6709262,4.570628629166667,1.3711885887500002,83.0,3.7936217622083337,0.29973757,22.804149589999998,50.09318056158667
697,Vihterpalu (Vih,59.2703997559483,23.8837297703484,Estonia,Eastern Europe,Europe,Baltic Sea,3.346,4.048658608333334,1.2145975825,25.0,1.0121646520833334,1.0121647,9.15735604,75.39415664858693
698,olii Stream Nr,19.7567484173629,-155.092635607067,United States,Polynesia,Oceania,North Pacific Ocean,3.1179843,3.516649783333334,1.054994935,26.0,0.9143289436666668,0.91432899,10.971947879999997,100.00000506746869
699,Huarmey,-10.089391117282,-78.1661666065415,Peru,South America,South America,South Pacific Ocean,2.9821429,3.4469791853333334,1.0340937556,100.0,3.4469791853333334,1.9480489,13.06489439,31.585372020788167
700,Carmo [do],-4.97083333333333,-37.1458333333333,Brazil,South America,South America,South Atlantic Ocean,24.789869,34.85040433333333,10.455121299999998,41.0,14.288665776666665,14.288667,171.46400400000002,100.00000856156448
701,Avon (Bristol A,51.5,-2.70833333333326,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,7.4083428,3.3580593874999995,1.0074178162499998,62.0,2.0819968202499997,2.0819969,15.56552037,62.302049882297375
702,Valgey-yogi (Va,59.4700012207031,25.7800006866455,Estonia,Eastern Europe,Europe,Baltic Sea,2.4642501,3.31682245,0.995046735,25.0,0.8292056125,0.82920557,9.950466839999997,99.99999487461257
703,Siriri,-10.9458333333333,-37.0375,Brazil,South America,South America,South Atlantic Ocean,2.4989328,6.892131733333334,2.06763952,3.0,0.206763952,0.20676395,2.4811674,99.99999903271339
704,Melah,36.8708333333333,7.77499999999998,Algeria,Northern Africa,Africa,Mediterranean Region,2.6033332,3.1781944166666665,0.9534583249999999,68.0,2.1611722033333334,1.6498748,14.4572784,55.74628426840723
705,Great Stour,51.3208333333333,1.36666666666667,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,5.2612538,3.1061728250000002,0.9318518475,21.0,0.65229629325,0.6522963,7.827555599999999,100.00000103480579
706,Subae,-12.6541666666667,-38.725,Brazil,South America,South America,South Atlantic Ocean,2.5461488,4.060579075000001,1.2181737225000002,30.0,1.2181737225000002,1.2181736,14.618083200000001,99.99998994396302
707,Moore,-31.3523394628065,115.502369402137,Australia,Australia/New Zealand,Australia,Indian Ocean,0.18233334,4.562844224166667,1.36885326725,80.0,3.6502753793333333,0,17.15518247,39.164128472623915
708,Bou Regreg,34.0358336638584,-6.83527739510921,Morocco,Northern Africa,Africa,North Atlantic Ocean,2.392,2.2844166847500005,0.6853250054250001,74.0,1.6904683467150003,1.6904685,10.654192400000001,52.52091045608624
709,Vattholmaan,60.0200004577637,17.7299995422363,Sweden,Northern Europe,Europe,Baltic Sea,2.21346,2.0752509666666668,0.62257529,37.0,0.7678428576666667,0.76784289,7.051742379999999,76.53196125559843
710,Kjerringa,66.4000015258789,13.1800003051758,Norway,Northern Europe,Europe,Arctic Ocean,1.300139,1.9784652666666664,0.59353958,23.0,0.4550470113333333,0.45504698,5.460563759999999,99.99999311426457
711,Guadalhorce,36.6661111111111,-4.45499999999999,Spain,Southern Europe,Europe,Mediterranean Region,3.4314287,1.5898690511666667,0.47696071534999995,100.0,1.5898690511666667,1.589869,8.89049024,46.59969864329415
712,Wooramel,-25.1333333333333,113.770833333333,Australia,Australia/New Zealand,Australia,Indian Ocean,0.45124,1.4603276596669168,0.43809829790007504,58.0,0.8469900426068117,0.013141721,5.706685461000001,56.14671930337703
713,Eb Of Nf Wailua,22.0456613740432,-159.337288555282,United States,Polynesia,Oceania,North Pacific Ocean,1.5783128,1.3404338166666667,0.402130145,39.0,0.5227691885000001,0.52276915,6.273229800000002,99.99999263537318
714,Potengi,-5.75833386014958,-35.2041665228218,Brazil,South America,South America,South Atlantic Ocean,2.3349421,11.7298243825,3.51894731475,42.0,4.92652624065,0,24.68902952,41.76206572676679
715,Honokohau Strea,21.0207721354107,-156.609291178186,United States,Polynesia,Oceania,North Pacific Ocean,0.98475677,1.0795248116666667,0.3238574435,49.0,0.5289671577166667,0.5289672,6.347606400000001,100.00000799356496
716,West Wailuaiki,20.8199996948242,-156.130004882813,United States,Polynesia,Oceania,North Pacific Ocean,1.086131,0.9638386258333332,0.28915158774999994,16.0,0.15421418013333332,0.15421419,1.8505702800000001,100.00000639802818
717,Omakere,-39.5916666666667,176.945833333333,New Zealand,Australia/New Zealand,Oceania,South Pacific Ocean,0.037999999,0.9005833440750001,0.2701750032225,36.0,0.324210003867,0,2.273401598,58.43438848493534
718,Jacu,-6.20416666666667,-35.1416666666667,Brazil,South America,South America,South Atlantic Ocean,11.293801,5.251567653333333,1.5754702959999998,100.0,5.251567653333333,5.2515683,28.10882439,44.60386282966772
719,Loa,-21.4291666666667,-70.0583333333334,Chile,South America,South America,South Pacific Ocean,0.12857144,0.7296031866666667,0.218880956,100.0,0.7296031866666667,0,4.222888704,48.232710387101925
720,Boudouaou,36.7694385677124,3.41670730602245,Algeria,Northern Africa,Africa,Mediterranean Region,0.75749999,0.5931249864,0.17793749592,90.0,0.53381248776,0.53381246,3.1540206200000003,49.237336647852324
721,PANGANI,-5.43053813390736,38.973515138029,Tanzania,Eastern Africa,Africa,Indian Ocean,29.172001,27.276138083333336,8.182841425000001,47.0,12.819784899166667,12.819786,153.83743199999995,100.0000085869875
722,CUANZA,-9.3455122333458,13.1531940065428,Angola,Middle Africa,Africa,South Atlantic Ocean,,,,0.0,,0,0.0,
723,Konkoure,9.83533821935904,-13.7829229084876,Guinea,Western Africa,Africa,North Atlantic Ocean,48.25,287.9416667,86.38250000999999,77.0,221.715083359,0,1162.185436,43.68164080948712
724,Ankobra,4.90037933729948,-2.26861541822742,Ghana,Western Africa,Africa,North Atlantic Ocean,4,25.272222049999996,7.581666614999999,62.0,15.668777670999997,0,91.8484442,48.84897327270698
725,Cestos,5.44658317836837,-9.58429762356228,Liberia,Western Africa,Africa,North Atlantic Ocean,8.5333338,41.016665700000004,12.30499971,98.0,40.196332386,0,233.13200310000002,48.33193918897554
726,Sehnkwehn,5.20811451479696,-9.34557262919684,Liberia,Western Africa,Africa,North Atlantic Ocean,116,119.24999916666665,35.77499974999999,54.0,64.39499955,64.394997,772.739964,99.9999960400652
727,Grand R South East,-20.2906234656088,57.7814853710604,Mauritius,Eastern Africa,Africa,Indian Ocean,3.0075555,1.9199537033333332,0.575986111,7.0,0.13439675923333333,0.13439676,1.61276112,100.00000057045027
728,Riviere la Chaux,-20.42,57.7,Mauritius,Eastern Africa,Africa,Indian Ocean,2.6492221,2.1926018608333337,0.6577805582500001,8.0,0.1754081488666667,0.17540815,2.1048978000000003,100.00000064611211
729,Umbeluzi,-26.0041666666667,32.4791666666667,Mozambique,Eastern Africa,Africa,Indian Ocean,42.700001,25.729166683333332,7.7187500049999995,37.0,9.519791672833334,9.5197916,45.80416581,40.0955603723202
730,Abade,0.23,6.73,Sao Tome and Principe,Middle Africa,Africa,North Atlantic Ocean,2.03125,1.397981814166667,0.41939454425000006,10.0,0.1397981814166667,0.13979819,1.6775782800000003,100.00000613980326
731,Papageio,1.63,7.42,Sao Tome and Principe,Middle Africa,Africa,North Atlantic Ocean,1.508,2.0983511675,0.62950535025,3.0,0.062950535025,0.062950537,0.7554064439999998,100.00000313738396
732,Ouro,0.39,6.66,Sao Tome and Principe,Middle Africa,Africa,North Atlantic Ocean,0.45500001,0.4411805583333333,0.13235416749999998,18.0,0.0794125005,0.079412498,0.9529499759999998,99.999996851881
733,N'Zi,5.16224517682045,-4.94961546287953,Ivory Coast,Western Africa,Africa,North Atlantic Ocean,0.67699999,34.34445854066667,10.303337562200001,100.0,34.34445854066667,0,197.12895709999998,47.83133521297257
734,Shafa,37.6161189305063,49.1248054349389,Iran,Southern Asia,Asia,Indian Ocean,4.5246668,7.0529954,2.11589862,20.0,1.4105990800000001,1.410599,16.927187999999997,99.99999432865074
735,Babol,36.6916666666667,52.525,Iran,Southern Asia,Asia,Indian Ocean,16.391001,15.446937391666667,4.6340812175,20.0,3.0893874783333337,3.0893874,31.716792419999997,85.55307657380304
736,Gorgan,36.9916666666667,54.0291666666666,Iran,Southern Asia,Asia,Indian Ocean,6.8246665,8.834151716666668,2.6502455150000004,34.0,3.0036115836666673,3.0036118,26.109392410000005,72.43888366475272
737,Ozat,20.8875,70.4166666666667,India,Southern Asia,Asia,Indian Ocean,0.25,3.5659722183333336,1.0697916655,100.0,3.5659722183333336,0,12.40555513,28.990586508733646
738,Bukit Timah Canal,1.33,103.78,Singapore,Southeastern Asia,Asia,South China and Easter Archipelagic Seas,0.2475,0.28854166583333335,0.08656249975000001,46.0,0.13272916628333334,0.13272917,1.5927500399999996,100.00000280018833
739,Paute,-3.17166458887959,-79.9266665170655,Ecuador,South America,South America,South Pacific Ocean,75.330002,126.05977225,37.817931675,19.0,23.9513567275,23.951355,287.41626,99.99999278746496
740,Aricuaisa,9.65416666666667,-72.0041666666666,Venezuela,South America,South America,North Atlantic Ocean,11,36.41666716666667,10.92500015,17.0,6.190833418333335,0.074999809,58.60916782899999,78.89240412477784
741,Guasare,11.0083333333333,-71.7833333333333,Venezuela,South America,South America,North Atlantic Ocean,20.014999,54.0410434,16.21231302,30.0,16.21231302,3.8026867,146.85137769999997,75.48345996796779
742,Neveri,10.1625,-64.7041666666667,Venezuela,South America,South America,North Atlantic Ocean,18,31.249999999999996,9.374999999999998,27.0,8.4375,8.437501,60.50000314999999,59.75308953086419
743,Baleine (Grande R de la),55.2661111092488,-77.7847220740241,Canada,Northern America,North America,Arctic Ocean,589.75555,1179.1993783333335,353.7598135,5.0,58.959968916666675,58.959969,607.195424,85.82029400012671
744,"Churchill, NF",50.2291666666667,-62.1041666666667,Canada,Northern America,North America,North Atlantic Ocean,1134.6875,1749.882833333333,524.96485,25.0,437.4707083333333,437.4707,5249.648399999999,99.99999809511056
745,Cape Fear,33.8892888101659,-78.0040812668465,United States,Northern America,North America,North Atlantic Ocean,151.91307,96.48903949999999,28.946711849999996,26.0,25.08715027,25.087149,301.0457880000001,99.99999493764744
746,Guacalate,13.9166666666667,-90.9583333333333,Guatemala,Central America,North America,North Pacific Ocean,0.88499999,1.1919999891666668,0.35759999675000004,27.0,0.32183999707500005,0.32184002,3.862080239999999,100.00000712310468
747,Osumi,40.8234772619714,19.3674581350547,Albania,Southern Europe,Europe,Mediterranean Region,54.945202,31.844617241666665,9.553385172499999,87.0,27.70481700025,27.704819,203.08580640000002,61.086190173525736
748,Stour,51.95,1.06666666666666,United Kingdom,Northern Europe,Europe,North Atlantic Ocean,5.2670612,2.9814065833333334,0.894421975,5.0,0.14907032916666668,0.14907032,1.7888438400000004,99.99999385077722
749,Kizil Irmak,41.7341666666667,35.9563888888889,Turkey,Western Asia,Asia,Mediterranean Region,212.875,202.234375,60.670312499999994,28.0,56.62562500000001,56.625626,679.507512,100.00000176598492
750,Jordan,31.7598661848581,35.5610719271768,Jordan,Western Asia,Asia,Mediterranean Region,50.701,29.355659250000002,8.806697775,16.0,4.696905480000001,4.6969051,56.36286120000002,99.99999190956683
751,Shkumbini,41.0333333333333,-73.5375,United States,Northern America,North America,North Atlantic Ocean,46.585049,34.827081383333336,10.448124415,4.0,1.3930832553333334,1.3930832,14.129415599999996,84.52124418926148
752,Lewi,6.9256,158.205,Federated States of Micronesia,Micronesia,Oceania,North Pacific Ocean,0.11016833,0.148199676,0.0444599028,34.0,0.050387889840000005,0.050387885,0.6046546200000001,99.9999903945174
753,Pigeon,48.0122,-89.6161,United States,Northern America,North America,Arctic Ocean,4.2981453,14.130788491666666,4.239236547499999,5.0,0.7065394245833333,0.058908939,7.1243028389999985,84.02813524526492
754,Freshwater Ck,69.131,-104.991,Canada,Northern America,North America,Arctic Ocean,0,3.8878370272499994,1.1663511081749998,100.0,3.8878370272499994,0,14.4064043,30.879218528247964
755,Hans Ck,69.265417,179.256667,Russia,Asiatic Russia,Asia,Arctic Ocean,0,1.2291457483333335,0.36874372450000004,59.0,0.7251959915166667,0,2.72271406,31.28710596687279
756,Sylvia Grinnell,63.76,-68.58,Canada,Northern America,North America,Arctic Ocean,0.14285715,31.780094656666666,9.534028397,100.0,31.780094656666666,0,133.2999265,34.953725998431175
757,Hai trib ?,38.96632283329,117.723479634912,China,Eastern Asia,Asia,North Pacific Ocean,3.177,1.9098020841666672,0.5729406252500001,39.0,0.7448228128250002,0.7448228,5.191989845,58.0897648362341
758,Ibo,34.7708333333333,134.591666666667,Japan,Eastern Asia,Asia,North Pacific Ocean,13.51,21.66879175,6.500637525,16.0,3.4670066800000003,3.4670064,41.6040768,99.99999192386903
759,Maruyama,35.65,134.8375,Japan,Eastern Asia,Asia,North Pacific Ocean,38.224998,48.80000041666667,14.640000125,26.0,12.688000108333334,12.688001,152.256012,100.00000702763761
760,Dalaki,29.1791666666667,50.6625,Iran,Southern Asia,Asia,Indian Ocean,29.366249,13.717187283333333,4.115156185,3.0,0.41151561849999996,0.41151565,4.417916620000001,89.46433665757291
761,Qishon,32.8208333333333,35.0333333333333,Israel,Western Asia,Asia,Mediterranean Region,1.1,0.24013888719166662,0.07204166615749999,89.0,0.2137236096005833,0.21372364,0.9168111867,35.747539716263276
762,Brisbane,-27.4291666666667,153.125,Australia,Australia/New Zealand,Australia,South Pacific Ocean,44.140167,28.699583383333337,8.609875015,11.0,3.156954172166667,3.1569541,31.67102244,83.60120945907303
763,Frankland,-34.9958333333333,116.758333333333,Australia,Australia/New Zealand,Australia,Indian Ocean,0.95347369,5.287727664166666,1.5863182992499998,79.0,4.177304854691666,0,20.144618299999998,40.18663348884493
764,Imera Meridionale,37.1012474965326,13.9469208665691,Italy,Southern Europe,Europe,Mediterranean Region,9.9566669,4.732500010833333,1.41975000325,100.0,4.732500010833333,4.7325006,25.931001599999995,45.66121067202047
765,Platani,37.3962280262505,13.2716041248138,Italy,Southern Europe,Europe,Mediterranean Region,18.74,5.3705208075,1.61115624225,100.0,5.3705208075,5.3705201,27.977456489999998,43.412078475593916
766,Tordino,42.7398584084745,13.9803609370785,Italy,Southern Europe,Europe,Mediterranean Region,1.9481491,1.9835236558333333,0.59505709675,15.0,0.297528548375,0.29752854,3.1181986200000003,87.33611830502046
